ext_recipe_id,ingredient_pos,ingredient_text,ingredient_text_norm
870,9,2 cups cooked chicken,2 cups cooked chicken
870,10,1 (5.2-ounce) package Gournay cheese with fine herbs and garlic (such as Boursin),1 (5.2-ounce) package gournay cheese with fine herbs and garlic (such as boursin)
870,11,1 cup heavy cream,1 cup heavy cream
870,12,1 cup fresh spinach,1 cup fresh spinach
870,13,"1 tablespoon fresh parsley, or as needed (optional)","1 tablespoon fresh parsley, or as needed (optional)"
871,1,1 tablespoon olive oil,1 tablespoon olive oil
871,2,"1 onion, chopped","1 onion, chopped"
871,3,"7 ounces smoked sausage, sliced","7 ounces smoked sausage, sliced"
871,4,"2 pounds red potatoes, chopped","2 pounds red potatoes, chopped"
871,5,"2 cloves garlic, minced","2 cloves garlic, minced"
871,6,3 cups corn kernels,3 cups corn kernels
871,7,1/4 cup chopped parsley,1/4 cup chopped parsley
871,8,1/2 tablespoon liquid shrimp and crab boil,1/2 tablespoon liquid shrimp and crab boil
871,9,2 teaspoons seafood seasoning,2 teaspoons seafood seasoning
871,10,4 cups chicken broth,4 cups chicken broth
871,11,"1 pound shrimp, peeled and deveined","1 pound shrimp, peeled and deveined"
871,12,"1 lemon, cut into wedges","1 lemon, cut into wedges"
872,1,2 tablespoons olive oil,2 tablespoons olive oil
872,2,"8 ounces crimini mushrooms, minced","8 ounces crimini mushrooms, minced"
872,3,"2 garlic cloves, minced","2 garlic cloves, minced"
872,4,1 pound ground beef,1 pound ground beef
872,5,2 tablespoons fresh ginger,2 tablespoons fresh ginger
872,6,1 tablespoon low-sodium soy sauce,1 tablespoon low-sodium soy sauce
872,7,1/2 teaspoon ground black pepper,1/2 teaspoon ground black pepper
872,8,"4 green onions, chopped","4 green onions, chopped"
872,9,"36 wonton wrappers, or more as needed","36 wonton wrappers, or more as needed"
873,1,2 tablespoons olive oil,2 tablespoons olive oil
873,2,1 tablespoon butter,1 tablespoon butter
873,3,1 cup onion,1 cup onion
873,4,1 teaspoon salt,1 teaspoon salt
873,5,"3 cloves garlic, minced","3 cloves garlic, minced"
873,6,2 (14.5 ounce cans) diced tomatoes,2 (14.5 ounce cans) diced tomatoes
873,7,2 1/2 cups vegetable broth,2 1/2 cups vegetable broth
873,8,1/2 cup heavy whipping cream,1/2 cup heavy whipping cream
873,9,chopped basil for garnish,chopped basil for garnish
874,1,2 tablespoons olive oil,2 tablespoons olive oil
874,2,"1/2 cup shallots, minced","1/2 cup shallots, minced"
874,3,"3 cloves garlic, minced","3 cloves garlic, minced"
874,4,"2 pounds asparagus spears, trimmed and cut into 1 inch pieces","2 pounds asparagus spears, trimmed and cut into 1 inch pieces"
874,5,4 cups chicken broth,4 cups chicken broth
874,6,1 teaspoon salt,1 teaspoon salt
874,7,1/4 teaspoon pepper,1/4 teaspoon pepper
874,8,"4 ounces brie, rind removed and but into 1 inch pieces","4 ounces brie, rind removed and but into 1 inch pieces"
874,9,1/2 cup heavy cream,1/2 cup heavy cream
875,1,3 1/2 cups low sodium chicken broth,3 1/2 cups low sodium chicken broth
875,2,2 tablespoons Sriracha,2 tablespoons sriracha
875,3,1 tablespoon low sodium soy sauce,1 tablespoon low sodium soy sauce
875,4,1 teaspoon sesame oil,1 teaspoon sesame oil
875,5,1 teaspoon peeled and minced fresh ginger,1 teaspoon peeled and minced fresh ginger
875,6,"2 cloves garlic, minced","2 cloves garlic, minced"
875,7,3 heads baby bok choy,3 heads baby bok choy
875,8,1 cup sliced cremini mushrooms (such as Baby Bella),1 cup sliced cremini mushrooms (such as baby bella)
875,9,"1/2 red bell pepper, thinly sliced","1/2 red bell pepper, thinly sliced"
875,10,2 (3 ounce) packages ramen noodles,2 (3 ounce) packages ramen noodles
875,11,"8 ounces peeled, deveined large shrimp, thawed if frozen","8 ounces peeled, deveined large shrimp, thawed if frozen"
875,12,1 tablespoon freshly-squeezed lime juice,1 tablespoon freshly-squeezed lime juice
875,13,"2 green onions, sliced","2 green onions, sliced"
876,1,1 carcass from a 10- pound turkey,1 carcass from a 10- pound turkey
876,2,12 cups water,12 cups water
876,3,4 chicken bouillon cubes,4 chicken bouillon cubes
876,4,"2 stalks celery, cut into 3-inch pieces","2 stalks celery, cut into 3-inch pieces"
876,5,"1 onion, peeled and quartered","1 onion, peeled and quartered"
876,6,1 bunch fresh parsley,1 bunch fresh parsley
876,7,fresh thyme sprigs,fresh thyme sprigs
876,8,1 tablespoon apple cider vinegar,1 tablespoon apple cider vinegar
876,9,2 teaspoons peppercorns,2 teaspoons peppercorns
877,1,"1 (15.25 ounce) can whole kernel corn, drained","1 (15.25 ounce) can whole kernel corn, drained"
877,2,1 (15 ounce) can ranch-style beans,1 (15 ounce) can ranch-style beans
877,3,1 (15 ounce) can no-bean chili,1 (15 ounce) can no-bean chili
877,4,"1 (14.5 ounce) can cut green beans, drained","1 (14.5 ounce) can cut green beans, drained"
877,5,"1 (14.5 ounce) can diced potatoes, drained","1 (14.5 ounce) can diced potatoes, drained"
877,6,1 (10.75 ounce) can condensed nacho cheese soup (such as Campbell's® Fiesta Nacho Cheese),1 (10.75 ounce) can condensed nacho cheese soup (such as campbell's® fiesta nacho cheese)
877,7,1 (10 ounce) can diced tomatoes and green chiles (such as RO*TEL®),1 (10 ounce) can diced tomatoes and green chiles (such as ro*tel®)
878,1,2 large eggs,2 large eggs
878,2,1 tablespoon sesame oil,1 tablespoon sesame oil
878,3,2 teaspoons finely grated fresh ginger,2 teaspoons finely grated fresh ginger
878,4,2 teaspoons finely grated garlic,2 teaspoons finely grated garlic
878,5,⅓ cup thinly sliced leek (green part),⅓ cup thinly sliced leek (green part)
878,6,1 ½ cups thinly sliced cabbage,1 ½ cups thinly sliced cabbage
878,7,½ cup enoki mushrooms,½ cup enoki mushrooms
878,8,4 ounces refrigerated fresh ramen noodles,4 ounces refrigerated fresh ramen noodles
878,9,3 cups water,3 cups water
878,10,2 tablespoons miso paste,2 tablespoons miso paste
878,11,"1 tablespoon soy sauce, or to taste","1 tablespoon soy sauce, or to taste"
878,12,"1 teaspoon black sesame seeds, or to taste","1 teaspoon black sesame seeds, or to taste"
878,13,"2 tablespoons sliced green onion, or to taste","2 tablespoons sliced green onion, or to taste"
879,1,1 pound bulk Italian sausage,1 pound bulk italian sausage
879,2,"14 ½ (14.5 ounce) cans diced tomatoes, drained","14 ½ (14.5 ounce) cans diced tomatoes, drained"
879,3,9 ounces refrigerated cheese tortellini,9 ounces refrigerated cheese tortellini
879,4,1 cup vegetable broth,1 cup vegetable broth
879,5,¾ cup evaporated milk,¾ cup evaporated milk
879,6,¼ cup heavy cream,¼ cup heavy cream
879,7,"1 (5.2 ounce) package garlic and herb cheese spread (such as Boursin®), softened","1 (5.2 ounce) package garlic and herb cheese spread (such as boursin®), softened"
879,8,4 cups baby spinach,4 cups baby spinach
879,9,Italian seasoning to taste,italian seasoning to taste
879,10,"2 tablespoons freshly grated Parmesan cheese, or to taste","2 tablespoons freshly grated parmesan cheese, or to taste"
880,1,"4 tablespoons olive oil, divided","4 tablespoons olive oil, divided"
880,2,"½ pound skinless, boneless chicken breast, cut into bite-sized pieces","½ pound skinless, boneless chicken breast, cut into bite-sized pieces"
880,3,1 cup chopped onion,1 cup chopped onion
880,4,"2 cloves garlic, minced","2 cloves garlic, minced"
880,5,½ cup sliced carrot,½ cup sliced carrot
880,6,½ cup chopped celery,½ cup chopped celery
880,7,5 cups chicken stock,5 cups chicken stock
880,8,"1 (14.5 ounce) can diced tomatoes with basil, garlic, and oregano","1 (14.5 ounce) can diced tomatoes with basil, garlic, and oregano"
880,9,"1 (15.5 ounce) can cannellini beans, drained and rinsed","1 (15.5 ounce) can cannellini beans, drained and rinsed"
880,10,"1 (15.5 ounce) can kidney beans, drained and rinsed","1 (15.5 ounce) can kidney beans, drained and rinsed"
880,11,1 (6 ounce) can tomato paste,1 (6 ounce) can tomato paste
880,12,"1 small zucchini, quartered lengthwise and cut into 1/2 inch slices","1 small zucchini, quartered lengthwise and cut into 1/2 inch slices"
880,13,½ cup frozen cut green beans,½ cup frozen cut green beans
880,14,1 teaspoon Italian seasoning,1 teaspoon italian seasoning
880,15,½ cup ditalini pasta,½ cup ditalini pasta
880,16,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
880,17,"⅓ cup grated Parmesan cheese, or more to taste (Optional)","⅓ cup grated parmesan cheese, or more to taste (optional)"
880,18,2 teaspoons chopped fresh parsley,2 teaspoons chopped fresh parsley
881,1,5 cups chopped broccoli florets and stalks,5 cups chopped broccoli florets and stalks
881,2,"1 onion, chopped into 1-inch pieces","1 onion, chopped into 1-inch pieces"
881,3,"3 cloves garlic, peeled","3 cloves garlic, peeled"
881,4,2 tablespoons olive oil,2 tablespoons olive oil
881,5,3 cups vegetable broth,3 cups vegetable broth
881,6,"4 ounces cream cheese, softened","4 ounces cream cheese, softened"
881,7,"¾ teaspoon lemon pepper, or more as needed","¾ teaspoon lemon pepper, or more as needed"
881,8,crushed red pepper flakes to taste,crushed red pepper flakes to taste
882,1,2 (14.5 ounce) cans chicken broth,2 (14.5 ounce) cans chicken broth
882,2,"1 (15 ounce) can whole kernel corn, drained","1 (15 ounce) can whole kernel corn, drained"
882,3,"1 (15 ounce) can black beans, rinsed and drained","1 (15 ounce) can black beans, rinsed and drained"
882,4,"2 (5 ounce) cans chicken breast chunks, drained","2 (5 ounce) cans chicken breast chunks, drained"
882,5,1 (10 ounce) can diced tomatoes with green chile peppers (such as RO*TEL®),1 (10 ounce) can diced tomatoes with green chile peppers (such as ro*tel®)
882,6,½ teaspoon chili powder,½ teaspoon chili powder
882,7,½ teaspoon seasoning salt,½ teaspoon seasoning salt
882,8,½ teaspoon garlic powder,½ teaspoon garlic powder
882,9,"1 (3.5 ounce) package tortilla strips, for garnish","1 (3.5 ounce) package tortilla strips, for garnish"
882,10,"2 tablespoons shredded Mexican cheese blend, or to taste","2 tablespoons shredded mexican cheese blend, or to taste"
883,1,8 ounces orzo pasta,8 ounces orzo pasta
883,2,1 teaspoon olive oil,1 teaspoon olive oil
883,3,"3 medium carrots, chopped, or more to taste","3 medium carrots, chopped, or more to taste"
883,4,"3 ribs celery, chopped","3 ribs celery, chopped"
883,5,"1 medium onion, chopped","1 medium onion, chopped"
883,6,"2 cloves garlic, minced","2 cloves garlic, minced"
883,7,½ teaspoon dried thyme,½ teaspoon dried thyme
883,8,½ teaspoon dried oregano,½ teaspoon dried oregano
883,9,salt and ground black pepper to taste,salt and ground black pepper to taste
883,10,1 bay leaf,1 bay leaf
883,11,"3 (32 ounce) cartons fat-free, low-sodium chicken broth","3 (32 ounce) cartons fat-free, low-sodium chicken broth"
883,12,½ cup fresh lemon juice,½ cup fresh lemon juice
883,13,"1 lemon, zested","1 lemon, zested"
883,14,"8 ounces cooked chicken breast, chopped","8 ounces cooked chicken breast, chopped"
883,15,1 (8 ounce) package baby spinach leaves,1 (8 ounce) package baby spinach leaves
883,16,"1 lemon, sliced for garnish (Optional)","1 lemon, sliced for garnish (optional)"
883,17,¼ cup grated Parmesan cheese (Optional),¼ cup grated parmesan cheese (optional)
884,1,1 tablespoon vegetable oil,1 tablespoon vegetable oil
884,2,"3 pounds beef oxtail, cut into pieces","3 pounds beef oxtail, cut into pieces"
884,3,"1 ½ pounds russet potatoes, peeled and cut into chunks","1 ½ pounds russet potatoes, peeled and cut into chunks"
884,4,"4 carrots, peeled and cut into large chunks","4 carrots, peeled and cut into large chunks"
884,5,"3 stalks celery, cut into large chunks","3 stalks celery, cut into large chunks"
884,6,"1 onion, chopped","1 onion, chopped"
884,7,1 (15 ounce) can tomato sauce,1 (15 ounce) can tomato sauce
884,8,1 cup beef broth,1 cup beef broth
884,9,½ cup dry red wine,½ cup dry red wine
884,10,2 tablespoons chopped fresh parsley,2 tablespoons chopped fresh parsley
884,11,1 tablespoon Worcestershire sauce,1 tablespoon worcestershire sauce
884,12,1 teaspoon dried thyme,1 teaspoon dried thyme
884,13,½ teaspoon smoked paprika,½ teaspoon smoked paprika
884,14,1 (8 ounce) package sliced mushrooms,1 (8 ounce) package sliced mushrooms
884,15,1 cup frozen peas,1 cup frozen peas
884,16,1 pinch salt and freshly ground black pepper to taste,1 pinch salt and freshly ground black pepper to taste
885,1,1 pound lean ground beef,1 pound lean ground beef
885,2,"1 medium onion, chopped","1 medium onion, chopped"
885,3,"1 jalapeno pepper, seeded and minced","1 jalapeno pepper, seeded and minced"
885,4,2 ½ cups water,2 ½ cups water
885,5,2 (15 ounce) cans crushed tomatoes,2 (15 ounce) cans crushed tomatoes
885,6,"2 (15 ounce) cans pinto beans, drained","2 (15 ounce) cans pinto beans, drained"
885,7,"1 (15 ounce) can whole kernel corn, drained","1 (15 ounce) can whole kernel corn, drained"
885,8,"1 (15 ounce) can black beans, rinsed and drained","1 (15 ounce) can black beans, rinsed and drained"
885,9,1 (10 ounce) can diced tomatoes and green chiles (such as RO*TEL®),1 (10 ounce) can diced tomatoes and green chiles (such as ro*tel®)
885,10,"1 (3.8 ounce) can sliced black olives, drained","1 (3.8 ounce) can sliced black olives, drained"
885,11,2 tablespoons ranch dressing mix (such as Hidden Valley Ranch®),2 tablespoons ranch dressing mix (such as hidden valley ranch®)
885,12,1 (1 ounce) envelope taco seasoning mix,1 (1 ounce) envelope taco seasoning mix
886,1,1 tablespoon olive oil,1 tablespoon olive oil
886,2,1 pound cubed lamb stew meat,1 pound cubed lamb stew meat
886,3,"1 large onion, sliced into petals","1 large onion, sliced into petals"
886,4,"1 pound red potatoes, cut into large cubes","1 pound red potatoes, cut into large cubes"
886,5,"2 large carrots, sliced","2 large carrots, sliced"
886,6,"2 stalks celery, sliced","2 stalks celery, sliced"
886,7,"4 fresh button mushrooms, sliced","4 fresh button mushrooms, sliced"
886,8,2 cups beef broth,2 cups beef broth
886,9,1 (6 ounce) can tomato paste,1 (6 ounce) can tomato paste
886,10,½ cup beer,½ cup beer
886,11,3 tablespoons Worcestershire sauce,3 tablespoons worcestershire sauce
886,12,1 large sprig fresh rosemary,1 large sprig fresh rosemary
886,13,salt and pepper to taste,salt and pepper to taste
886,14,1 ½ cups frozen peas,1 ½ cups frozen peas
887,1,1 tablespoon olive oil,1 tablespoon olive oil
887,2,"1 small onion, diced","1 small onion, diced"
887,3,"3 stalks celery, diced","3 stalks celery, diced"
887,4,"3 cloves garlic, minced","3 cloves garlic, minced"
887,5,"2 carrots, shredded","2 carrots, shredded"
887,6,"1 pound cooked, cubed chicken breast","1 pound cooked, cubed chicken breast"
887,7,4 cups chicken broth,4 cups chicken broth
887,8,1 (16 ounce) package mini potato gnocchi,1 (16 ounce) package mini potato gnocchi
887,9,1 (6 ounce) bag baby spinach leaves,1 (6 ounce) bag baby spinach leaves
887,10,1 tablespoon cornstarch (Optional),1 tablespoon cornstarch (optional)
887,11,2 tablespoons cold water (Optional),2 tablespoons cold water (optional)
887,12,2 cups half-and-half cream,2 cups half-and-half cream
887,13,salt and ground black pepper to taste,salt and ground black pepper to taste
888,1,1 cup cake flour,1 cup cake flour
888,2,"1 ½ cups white sugar, divided","1 ½ cups white sugar, divided"
888,3,12 egg whites,12 egg whites
888,4,1 ½ teaspoons vanilla extract,1 ½ teaspoons vanilla extract
888,5,1 ½ teaspoons cream of tartar,1 ½ teaspoons cream of tartar
888,6,½ teaspoon salt,½ teaspoon salt
889,1,4 ½ cups cake flour,4 ½ cups cake flour
889,2,4 cups white sugar,4 cups white sugar
889,3,2 teaspoons salt,2 teaspoons salt
889,4,2 cups boiling water,2 cups boiling water
889,5,16 egg whites,16 egg whites
889,6,2 tablespoons baking powder,2 tablespoons baking powder
889,7,2 teaspoons cream of tartar,2 teaspoons cream of tartar
889,8,2 teaspoons vanilla extract,2 teaspoons vanilla extract
889,9,1 teaspoon almond extract,1 teaspoon almond extract
890,1,1 (9 inch) angel food cake,1 (9 inch) angel food cake
890,2,2 (3 ounce) packages raspberry-flavored gelatin mix (such as Jell-O®),2 (3 ounce) packages raspberry-flavored gelatin mix (such as jell-o®)
890,3,1 ¼ cups boiling water,1 ¼ cups boiling water
890,4,"1 (15 ounce) package frozen raspberries in syrup, thawed and undrained","1 (15 ounce) package frozen raspberries in syrup, thawed and undrained"
890,5,1 pint heavy whipping cream,1 pint heavy whipping cream
891,1,1 cup cake flour,1 cup cake flour
891,2,1 cup egg whites,1 cup egg whites
891,3,1 teaspoon cream of tartar,1 teaspoon cream of tartar
891,4,¼ teaspoon salt,¼ teaspoon salt
891,5,1 ¼ cups white sugar,1 ¼ cups white sugar
891,6,¾ teaspoon vanilla extract,¾ teaspoon vanilla extract
891,7,¼ teaspoon almond extract,¼ teaspoon almond extract
891,8,"⅓ cup maraschino cherries, drained and sliced","⅓ cup maraschino cherries, drained and sliced"
892,1,1 ⅓ cups sifted cake flour,1 ⅓ cups sifted cake flour
892,2,1 ⅛ cups white sugar,1 ⅛ cups white sugar
892,3,1 ½ cups egg whites,1 ½ cups egg whites
892,4,1 ¼ teaspoons cream of tartar,1 ¼ teaspoons cream of tartar
892,5,¾ teaspoon salt,¾ teaspoon salt
892,6,1 teaspoon vanilla extract,1 teaspoon vanilla extract
892,7,½ teaspoon lemon extract,½ teaspoon lemon extract
893,1,"1 (20 ounce) can crushed pineapple, in juice","1 (20 ounce) can crushed pineapple, in juice"
893,2,1 (16 ounce) package angel food cake mix,1 (16 ounce) package angel food cake mix
894,1,18 egg whites,18 egg whites
894,2,2 teaspoons cream of tartar,2 teaspoons cream of tartar
894,3,1 pinch salt,1 pinch salt
894,4,1 ½ cups white sugar,1 ½ cups white sugar
894,5,1 cup cake flour,1 cup cake flour
894,6,½ cup confectioners' sugar,½ cup confectioners' sugar
894,7,1 teaspoon vanilla extract,1 teaspoon vanilla extract
895,1,3 tablespoons angel food cake mix,3 tablespoons angel food cake mix
895,2,2 teaspoons water,2 teaspoons water
895,3,1 teaspoon vanilla extract,1 teaspoon vanilla extract
896,1,1 cup white rice flour,1 cup white rice flour
896,2,½ cup powdered sugar,½ cup powdered sugar
896,3,¼ teaspoon xanthan gum,¼ teaspoon xanthan gum
896,4,18 large egg whites,18 large egg whites
896,5,2 teaspoons cream of tartar,2 teaspoons cream of tartar
896,6,1 pinch salt,1 pinch salt
896,7,1 ½ cups white sugar,1 ½ cups white sugar
896,8,1 teaspoon pure vanilla extract,1 teaspoon pure vanilla extract
897,1,1 ½ cups egg whites,1 ½ cups egg whites
897,2,½ teaspoon salt,½ teaspoon salt
897,3,1 ¾ teaspoons cream of tartar,1 ¾ teaspoons cream of tartar
897,4,½ cup honey,½ cup honey
897,5,1 cup sifted cake flour,1 cup sifted cake flour
897,6,1 cup white sugar,1 cup white sugar
897,7,1 teaspoon vanilla extract,1 teaspoon vanilla extract
898,1,¾ cup cake flour,¾ cup cake flour
898,2,¼ cup unsweetened cocoa powder,¼ cup unsweetened cocoa powder
898,3,1 ½ cups white sugar,1 ½ cups white sugar
898,4,"3 (1 ounce) squares semisweet chocolate, grated","3 (1 ounce) squares semisweet chocolate, grated"
898,5,12 egg whites,12 egg whites
898,6,1 teaspoon cream of tartar,1 teaspoon cream of tartar
898,7,¼ teaspoon salt,¼ teaspoon salt
898,8,¼ teaspoon vanilla extract,¼ teaspoon vanilla extract
898,9,1 ½ teaspoons lemon juice,1 ½ teaspoons lemon juice
898,10,confectioners' sugar for dusting,confectioners' sugar for dusting
899,1,1 ¾ cups white sugar,1 ¾ cups white sugar
899,2,1 cup cake flour,1 cup cake flour
899,3,¼ teaspoon salt,¼ teaspoon salt
899,4,"12 egg whites, at room temperature","12 egg whites, at room temperature"
899,5,⅓ cup water,⅓ cup water
899,6,1 ½ teaspoons cream of tartar,1 ½ teaspoons cream of tartar
899,7,1 teaspoon lemon extract,1 teaspoon lemon extract
900,1,6 egg whites,6 egg whites
900,2,½ teaspoon cream of tartar,½ teaspoon cream of tartar
900,3,¼ teaspoon salt,¼ teaspoon salt
900,4,¾ cup white sugar,¾ cup white sugar
900,5,½ cup all-purpose flour,½ cup all-purpose flour
900,6,½ teaspoon vanilla extract,½ teaspoon vanilla extract
900,7,6 egg yolks,6 egg yolks
900,8,¾ cup white sugar,¾ cup white sugar
900,9,¼ teaspoon salt,¼ teaspoon salt
900,10,¾ cup all-purpose flour,¾ cup all-purpose flour
900,11,¼ cup boiling water,¼ cup boiling water
900,12,¾ teaspoon baking powder,¾ teaspoon baking powder
900,13,1 teaspoon vanilla extract,1 teaspoon vanilla extract
901,1,1 ½ cups egg whites,1 ½ cups egg whites
901,2,1 teaspoon cream of tartar,1 teaspoon cream of tartar
901,3,½ teaspoon vanilla extract,½ teaspoon vanilla extract
901,4,½ teaspoon almond extract,½ teaspoon almond extract
901,5,1 ¼ cups cake flour,1 ¼ cups cake flour
901,6,1 ¾ cups white sugar,1 ¾ cups white sugar
901,7,¼ teaspoon salt,¼ teaspoon salt
902,1,1 cup extra virgin olive oil,1 cup extra virgin olive oil
902,2,12 fresh cherry peppers,12 fresh cherry peppers
902,3,"6 ounces sharp provolone cheese, cubed","6 ounces sharp provolone cheese, cubed"
902,4,"6 ounces prosciutto, thinly sliced","6 ounces prosciutto, thinly sliced"
902,5,1 teaspoon salt,1 teaspoon salt
903,1,2 flatbreads,2 flatbreads
903,2,1/4 cup extra-virgin olive oil,1/4 cup extra-virgin olive oil
903,3,"3 garlic cloves,","3 garlic cloves,"
903,4,2 cups cherry or grape tomatoes,2 cups cherry or grape tomatoes
903,5,1/2 cup sliced Kalamata olives,1/2 cup sliced kalamata olives
903,6,"1/2 red onion,","1/2 red onion,"
903,7,1/3 cup pepperoncini,1/3 cup pepperoncini
903,8,3 tablespoons feta cheese,3 tablespoons feta cheese
903,9,"fresh oregano,","fresh oregano,"
904,1,20 cherry tomatoes,20 cherry tomatoes
904,2,"10 ounces mozzarella cheese, cubed","10 ounces mozzarella cheese, cubed"
904,3,2 tablespoons extra virgin olive oil,2 tablespoons extra virgin olive oil
904,4,"2 tablespoons fresh basil leaves, chopped","2 tablespoons fresh basil leaves, chopped"
904,5,1 pinch salt,1 pinch salt
904,6,1 pinch ground black pepper,1 pinch ground black pepper
904,7,20 toothpicks,20 toothpicks
905,1,1 (8 ounce) box manicotti pasta,1 (8 ounce) box manicotti pasta
905,2,1 pound ground beef,1 pound ground beef
905,3,1 packet taco seasoning,1 packet taco seasoning
905,4,4 ounces green chiles,4 ounces green chiles
905,5,"1 10 ounce) can tomatoes with green chiles, such as RO*TEL®, drained","1 10 ounce) can tomatoes with green chiles, such as ro*tel®, drained"
905,6,2 cups shredded Cheddar cheese,2 cups shredded cheddar cheese
905,7,3 large eggs,3 large eggs
905,8,2 tablespoons milk or half-and-half,2 tablespoons milk or half-and-half
905,9,3 cups tortilla chips,3 cups tortilla chips
905,10,"salsa, hot sauce, sour cream, and/or guacamole","salsa, hot sauce, sour cream, and/or guacamole"
906,1,1 French baguette,1 french baguette
906,2,"2 to 3 garlic cloves, peeled","2 to 3 garlic cloves, peeled"
906,3,1 pinch salt,1 pinch salt
906,4,1/2 cup unsalted butter,1/2 cup unsalted butter
906,5,8 ounces mozzarella cheese,8 ounces mozzarella cheese
906,6,"1 cup cherry tomatoes,","1 cup cherry tomatoes,"
906,7,1 (4 ounce) package prosciutto,1 (4 ounce) package prosciutto
906,8,2 to 3 basil leaves,2 to 3 basil leaves
907,1,20 toothpicks,20 toothpicks
907,2,"20 grape or cherry tomatoes, halved","20 grape or cherry tomatoes, halved"
907,3,20 fresh basil leaves,20 fresh basil leaves
907,4,20 small balls fresh mozzarella cheese (often labeled bocconcini),20 small balls fresh mozzarella cheese (often labeled bocconcini)
907,5,salt and pepper to taste,salt and pepper to taste
907,6,½ cup balsamic vinegar,½ cup balsamic vinegar
907,7,¼ cup extra virgin olive oil,¼ cup extra virgin olive oil
908,1,12 fresh zucchini blossoms,12 fresh zucchini blossoms
908,2,¾ cup soft goat cheese at room temperature,¾ cup soft goat cheese at room temperature
908,3,¼ cup shredded Gruyère cheese,¼ cup shredded gruyère cheese
908,4,1 large egg yolk,1 large egg yolk
908,5,"1 pinch freshly ground black pepper, or to taste","1 pinch freshly ground black pepper, or to taste"
908,6,1 pinch cayenne pepper,1 pinch cayenne pepper
909,1,4 cups chopped cauliflower,4 cups chopped cauliflower
909,2,4 cups pearl onions,4 cups pearl onions
909,3,2 cups chopped red bell peppers,2 cups chopped red bell peppers
909,4,2 cups chopped green bell peppers,2 cups chopped green bell peppers
909,5,2 cups chopped celery,2 cups chopped celery
909,6,"2 cucumbers - peeled, seeded and chopped","2 cucumbers - peeled, seeded and chopped"
909,7,"2 cups carrots, chopped","2 cups carrots, chopped"
909,8,2 cups vegetable oil,2 cups vegetable oil
909,9,2 cups distilled white vinegar,2 cups distilled white vinegar
909,10,1 (6 ounce) can tomato paste,1 (6 ounce) can tomato paste
909,11,"1 tablespoon pickling spice, wrapped in cheesecloth","1 tablespoon pickling spice, wrapped in cheesecloth"
909,12,1 cup black olives,1 cup black olives
909,13,1 cup pitted green olives,1 cup pitted green olives
909,14,4 cups canned mushrooms,4 cups canned mushrooms
909,15,"1 ½ (5 ounce) cans tuna, drained and flaked","1 ½ (5 ounce) cans tuna, drained and flaked"
910,1,2 (10 ounce) cans refrigerated crescent dinner rolls,2 (10 ounce) cans refrigerated crescent dinner rolls
910,2,¼ pound thinly sliced boiled ham,¼ pound thinly sliced boiled ham
910,3,¼ pound thinly sliced provolone cheese,¼ pound thinly sliced provolone cheese
910,4,¼ pound thinly sliced Swiss cheese,¼ pound thinly sliced swiss cheese
910,5,¼ pound thinly sliced Genoa salami,¼ pound thinly sliced genoa salami
910,6,¼ pound thinly sliced pepperoni sausage,¼ pound thinly sliced pepperoni sausage
910,7,"1 (12 ounce) jar roasted red peppers, drained, cut into thin strips","1 (12 ounce) jar roasted red peppers, drained, cut into thin strips"
910,8,3 eggs,3 eggs
910,9,3 tablespoons grated Parmesan cheese,3 tablespoons grated parmesan cheese
910,10,½ teaspoon ground black pepper,½ teaspoon ground black pepper
911,1,"1 pint cherry tomatoes, halved","1 pint cherry tomatoes, halved"
911,2,1 (.6 ounce) package fresh basil leaves,1 (.6 ounce) package fresh basil leaves
911,3,1 (16 ounce) package small fresh mozzarella balls,1 (16 ounce) package small fresh mozzarella balls
911,4,toothpicks,toothpicks
911,5,3 tablespoons olive oil,3 tablespoons olive oil
911,6,salt and pepper to taste,salt and pepper to taste
912,1,"3 sprigs fresh basil, stems removed","3 sprigs fresh basil, stems removed"
912,2,"1 small watermelon, fruit removed with a melon baller","1 small watermelon, fruit removed with a melon baller"
912,3,"1 (8 ounce) package fresh mozzarella cheese, cut into small pieces","1 (8 ounce) package fresh mozzarella cheese, cut into small pieces"
912,4,2 tablespoons olive oil,2 tablespoons olive oil
912,5,2 tablespoons balsamic vinegar,2 tablespoons balsamic vinegar
912,6,salt and ground black pepper to taste,salt and ground black pepper to taste
913,1,"3 (4.5 ounce) cans tuna packed in olive oil, drained","3 (4.5 ounce) cans tuna packed in olive oil, drained"
913,2,½ cup unsalted butter at room temperature,½ cup unsalted butter at room temperature
913,3,"3 tablespoons capers, drained","3 tablespoons capers, drained"
913,4,1 tablespoon chopped Italian flat-leaf parsley,1 tablespoon chopped italian flat-leaf parsley
913,5,1 teaspoon lemon juice (Optional),1 teaspoon lemon juice (optional)
913,6,salt and ground black pepper to taste,salt and ground black pepper to taste
914,1,"1 pound small mushrooms, stemmed","1 pound small mushrooms, stemmed"
914,2,4 tablespoons extra-virgin olive oil,4 tablespoons extra-virgin olive oil
914,3,3 tablespoons white wine vinegar,3 tablespoons white wine vinegar
914,4,"½ red onion, finely chopped","½ red onion, finely chopped"
914,5,2 tablespoons finely chopped fresh oregano,2 tablespoons finely chopped fresh oregano
914,6,2 tablespoons finely chopped fresh thyme,2 tablespoons finely chopped fresh thyme
